Section,System,Location,Component,Material,Condition,Comment
Mechanical,Electrical,Interior,Specialty,Doorbell,Acceptable,Chime is audible in required locations.
Mechanical,Electrical,Interior,Specialty,Doorbell,Acceptable,Transformer is properly sized and securely installed.
Mechanical,Electrical,Interior,Specialty,Doorbell,Acceptable,Doorbell button and chime are securely mounted and operate as intended.
Mechanical,Electrical,Interior,Specialty,Doorbell,Acceptable,No evidence of wiring damage or corrosion at transformer or button.
Mechanical,Electrical,Interior,Specialty,Doorbell,Monitor,Early stage deterioration observed; monitor and document changes.
Mechanical,Electrical,Interior,Specialty,Doorbell,Monitor,Minor discoloration or wear on button or chime; monitor for replacement.
Mechanical,Electrical,Interior,Specialty,Doorbell,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Mechanical,Electrical,Interior,Specialty,Doorbell,Monitor,Minor corrosion or dust at transformer; monitor for cleaning or replacement.
Mechanical,Electrical,Interior,Specialty,Doorbell,Monitor,Minor delay or intermittent operation; monitor for progression.
Mechanical,Electrical,Interior,Specialty,Doorbell,Repair/Replace,Exposed or damaged wiring; repair or enclose in junction box.
Mechanical,Electrical,Interior,Specialty,Doorbell,Repair/Replace,Complete replacement recommended due to extensive deterioration.
Mechanical,Electrical,Interior,Specialty,Doorbell,Repair/Replace,Specialty failure requires immediate repair to restore function.
Mechanical,Electrical,Interior,Specialty,Doorbell,Safety Hazard,Improper transformer installation may cause overheating.
Mechanical,Electrical,Interior,Specialty,Doorbell,Safety Hazard,Inoperative doorbell may delay emergency entry.
Mechanical,Electrical,Interior,Specialty,Doorbell,Safety Hazard,Loose or broken button/chime may cause injury.
Mechanical,Electrical,Interior,Specialty,Doorbell,Access Restricted,Device not in service at time of inspection.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Acceptable,Paint or laminate finish is intact and undamaged.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Acceptable,"No swelling, warping, or delamination present."
Interior,Bathroom,Null,Vanity Cabinet,MDF,Acceptable,Doors and drawers open and close smoothly.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Acceptable,All shelves and supports are secure.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Acceptable,Hardware is intact and functional.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Monitor,Minor separation at joints; monitor for progression.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Monitor,Minor wear or aging noted; monitor for progression over time.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Monitor,Minor discoloration or fading; monitor for change.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Monitor,Vanity Cabinet showing expected wear for age; monitor condition regularly.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Repair/Replace,"Swelling, warping, or delamination; repair or replace."
Interior,Bathroom,Null,Vanity Cabinet,MDF,Repair/Replace,Repair required to maintain structural integrity and safety.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Repair/Replace,Hardware missing or non-functional; repair or replace.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Safety Hazard,Water-damaged cabinet may harbor mold.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Safety Hazard,Loose shelving may fall and cause injury.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Safety Hazard,Falling doors or drawers may injure toes or fingers.
Interior,Bathroom,Null,Vanity Cabinet,MDF,Access Restricted,Vanity not accessible due to stored items.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Acceptable,Vanity doors and drawers open and close smoothly.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Acceptable,All shelves and supports are secure.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Acceptable,"No water damage, warping, or swelling present."
Interior,Bathroom,Null,Vanity Cabinet,Wood,Acceptable,Hardware is intact and functional.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Acceptable,Finish is even and undamaged.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Monitor,Minor chips at edges or corners; monitor for safety.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Monitor,Vanity Cabinet showing expected wear for age; monitor condition regularly.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Monitor,Minor surface damage or weathering; monitor for expansion.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Monitor,Paint or stain slightly faded; monitor for change.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Repair/Replace,Safety-critical defect requires urgent corrective action.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Repair/Replace,Vanity Cabinet failure requires immediate repair to restore function.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Repair/Replace,Repair required to maintain structural integrity and safety.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Safety Hazard,Falling doors or drawers may injure toes or fingers.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Safety Hazard,Sharp edges or splinters may injure hands.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Safety Hazard,Water-damaged cabinet may harbor mold.
Interior,Bathroom,Null,Vanity Cabinet,Wood,Access Restricted,Vanity not visible due to ongoing work.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Acceptable,Hardware is intact and functional.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Acceptable,Finish is intact and undamaged.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Acceptable,"No dents, bends, or sharp edges present."
Interior,Bathroom,Null,Vanity Cabinet,Metal,Acceptable,"Metal cabinet is sturdy, rust-free, and doors operate properly."
Interior,Bathroom,Null,Vanity Cabinet,Metal,Acceptable,All shelves and supports are secure.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Monitor,Small dents or dings; monitor for change.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Monitor,Minor corrosion at corners; monitor for progression.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Monitor,Vanity Cabinet showing expected wear for age; monitor condition regularly.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Monitor,Minor surface damage or weathering; monitor for expansion.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Repair/Replace,Vanity Cabinet failure requires immediate repair to restore function.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Repair/Replace,Panel separation or instability; repair or replace.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Repair/Replace,Complete replacement recommended due to extensive deterioration.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Safety Hazard,Corroded metal may cause injury or contamination.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Safety Hazard,Unsecured cabinet may tip if overloaded.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Safety Hazard,Sharp edges may cause cuts.
Interior,Bathroom,Null,Vanity Cabinet,Metal,Access Restricted,Vanity not visible due to ongoing work.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Acceptable,Hardware is intact and functional.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Acceptable,Doors and drawers open and close smoothly.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Acceptable,"No swelling, bubbling, or delamination present."
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Acceptable,Laminate finish is smooth and fully adhered.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Acceptable,All shelves and supports are secure.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Monitor,Minor wear or aging noted; monitor for progression over time.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Monitor,Minor discoloration or fading; monitor for change.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Monitor,Minor surface damage or weathering; monitor for expansion.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Monitor,Edge banding slightly loose; monitor for progression.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Repair/Replace,Safety-critical defect requires urgent corrective action.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Repair/Replace,Hardware missing or non-functional; repair or replace.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Repair/Replace,Repair required to maintain structural integrity and safety.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Safety Hazard,Loose shelving may fall and cause injury.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Safety Hazard,Unsecured cabinet may tip if overloaded.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Safety Hazard,Falling doors or drawers may injure toes or fingers.
Interior,Bathroom,Null,Vanity Cabinet,Laminate,Access Restricted,Area blocked by plumbing or fixtures.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Acceptable,Doors and drawers open and close smoothly.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Acceptable,"No cracks, discoloration, or warping present."
Interior,Bathroom,Null,Vanity Cabinet,PVC,Acceptable,PVC panels are smooth and fully intact.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Acceptable,Hardware is intact and functional.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Acceptable,All shelves and supports are secure.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Monitor,Minor scratches or scuff marks; monitor for repair.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Monitor,Minor surface damage or weathering; monitor for expansion.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Monitor,Minor discoloration or fading; monitor for change.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Monitor,Small cracks at corners; monitor for progression.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Repair/Replace,Repair required to maintain structural integrity and safety.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Repair/Replace,Vanity Cabinet failure requires immediate repair to restore function.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Repair/Replace,Safety-critical defect requires urgent corrective action.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Safety Hazard,Falling doors or drawers may injure toes or fingers.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Safety Hazard,Loose shelving may fall and cause injury.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Safety Hazard,Panel separation may cause items to fall.
Interior,Bathroom,Null,Vanity Cabinet,PVC,Access Restricted,Vanity not visible due to ongoing work.
Interior,Finished Basement,Null,Fireplace,Metal,Acceptable,All controls and doors operate properly.
Interior,Finished Basement,Null,Fireplace,Metal,Acceptable,"Metal insert or surround is intact, rust-free, and securely installed."
Interior,Finished Basement,Null,Fireplace,Metal,Acceptable,"No sharp edges, dents, or warping present."
Interior,Finished Basement,Null,Fireplace,Metal,Acceptable,Firebox and venting are clean and functional.
Interior,Finished Basement,Null,Fireplace,Metal,Acceptable,No excessive soot or residue.
Interior,Finished Basement,Null,Fireplace,Metal,Monitor,Minor scratches or discoloration; monitor for change.
Interior,Finished Basement,Null,Fireplace,Metal,Monitor,Minor wear or aging noted; monitor for progression over time.
Interior,Finished Basement,Null,Fireplace,Metal,Monitor,Handle or controls slightly loose; monitor for tightening.
Interior,Finished Basement,Null,Fireplace,Metal,Monitor,Fireplace showing expected wear for age; monitor condition regularly.
Interior,Finished Basement,Null,Fireplace,Metal,Monitor,Early stage deterioration observed; monitor and document changes.
Interior,Finished Basement,Null,Fireplace,Metal,Repair/Replace,Complete replacement recommended due to extensive deterioration.
Interior,Finished Basement,Null,Fireplace,Metal,Repair/Replace,Fireplace failure requires immediate repair to restore function.
Interior,Finished Basement,Null,Fireplace,Metal,Repair/Replace,Major dents or sharp edges; repair or replace.
Interior,Finished Basement,Null,Fireplace,Metal,Safety Hazard,Sharp edges may cause cuts.
Interior,Finished Basement,Null,Fireplace,Metal,Safety Hazard,Loose panels may fall and cause injury.
Interior,Finished Basement,Null,Fireplace,Metal,Safety Hazard,Corroded metal may cause injury or malfunction.
Interior,Finished Basement,Null,Fireplace,Metal,Access Restricted,Controls not visible due to covers.
Interior,Finished Basement,Null,Fireplace,Stone,Acceptable,Hearth and firebox are clean and functional.
Interior,Finished Basement,Null,Fireplace,Stone,Acceptable,Stone face is intact and free of major cracks.
Interior,Finished Basement,Null,Fireplace,Stone,Acceptable,Damper operates smoothly.
Interior,Finished Basement,Null,Fireplace,Stone,Acceptable,No excessive soot or residue present.
Interior,Finished Basement,Null,Fireplace,Stone,Acceptable,Fireplace surround is securely installed.
Interior,Finished Basement,Null,Fireplace,Stone,Monitor,Slight misalignment or settlement; monitor for worsening conditions.
Interior,Finished Basement,Null,Fireplace,Stone,Monitor,Minor wear or aging noted; monitor for progression over time.
Interior,Finished Basement,Null,Fireplace,Stone,Monitor,Small chips or spalling; monitor for further damage.
Interior,Finished Basement,Null,Fireplace,Stone,Monitor,Fireplace showing expected wear for age; monitor condition regularly.
Interior,Finished Basement,Null,Fireplace,Stone,Monitor,Minor discoloration; monitor for cleaning.
Interior,Finished Basement,Null,Fireplace,Stone,Repair/Replace,Chimney or venting issues; repair as needed.
Interior,Finished Basement,Null,Fireplace,Stone,Repair/Replace,Complete replacement recommended due to extensive deterioration.
Interior,Finished Basement,Null,Fireplace,Stone,Repair/Replace,Missing or deteriorated mortar; repair as needed.
